"slope","z"
-1.4494,3.4
-0.9234,3.5
-0.655,3.6
-0.5397,3.7
-0.5619,3.8
-0.5632,3.9
-0.924,4
-0.5348,4.1
-0.6385,4.2
-0.5573,4.3
-1.0424,4.4
-0.8036,4.5
-0.5779,4.6
-1.102,4.7
-0.8057,4.8
-0.4582,4.9
-0.5654,5
-1.8295,0.1
-1.6961,0.2
-1.7978,0.3
-1.3759,0.4
-1.4034,0.5
-1.0129,0.6
-1.5718,0.7
-1.328,0.8
-1.1408,0.9
-1.4038,1
-1.0851,1.1
-1.0157,1.2
-0.9605,1.3
-0.8608,1.4
-1.2622,1.5
-1.207,1.6
-0.5809,1.7
-0.6287,1.8
-0.7823,1.9
-1.3032,2
-0.6743,2.1
-0.655,2.2
-0.6779,2.3
-1.038,2.4
-0.7,2.5
-0.6844,2.6
-0.7193,2.7
-0.4718,2.8
-0.5688,2.9
-0.8299,3
-0.9718,3.1
-0.6933,3.2
-0.6586,3.3
-0.7842,3.4
-0.6274,3.5
-0.7709,3.6
-0.7542,3.7
-0.8652,3.8
-0.514,3.9
-0.6646,4
-0.6798,4.1
-0.6643,4.2
-0.685,4.3
-0.5534,4.4
-0.5436,4.5
-0.7197,4.6
-0.6356,4.7
-0.8578,4.8
-0.5018,4.9
-0.6229,5
-1.7256,0.1
-2.1701,0.2
-1.6082,0.3
-2.0129,0.4
-1.6111,0.5
-1.4622,0.6
-0.9703,0.7
-1.1611,0.8
-0.9943,0.9
-0.7665,1
-1.1181,1.1
-1.5654,1.2
-0.9264,1.3
-0.7618,1.4
-0.6369,1.5
-0.7882,1.6
-0.5904,1.7
-1.0562,1.8
-0.586,1.9
-0.87,2
-0.805,2.1
-0.7461,2.2
-0.6178,2.3
-1.0738,2.4
-0.6286,2.5
-0.5557,2.6
-0.5787,2.7
-0.587,2.8
-0.4242,2.9
-0.7288,3
-0.7281,3.1
-0.6371,3.2
-0.6292,3.3
-0.6631,3.4
-0.9749,3.5
-1.0966,3.6
-0.6705,3.7
-0.4384,3.8
-0.7234,3.9
-0.8559,4
-0.978,4.1
-1.1753,4.2
-0.5006,4.3
-0.5365,4.4
-0.6023,4.5
-0.5186,4.6
-0.8421,4.7
-0.7368,4.8
-0.4866,4.9
-0.5556,5
-1.2825,0.1
-1.8725,0.2
-1.6635,0.3
-1.7614,0.4
-1.533,0.5
-0.8708,0.6
-1.2903,0.7
-1.0256,0.8
-1.5753,0.9
-0.7423,1
-0.6461,1.1
-0.9251,1.2
-0.9958,1.3
-0.9866,1.4
-0.8068,1.5
-0.719,1.6
-0.6548,1.7
-0.8974,1.8
-0.7459,1.9
-0.8853,2
-1.3157,2.1
-0.529,2.2
-0.5589,2.3
-0.5023,2.4
-0.9072,2.5
-1.112,2.6
-0.4121,2.7
-0.7399,2.8
-0.9132,2.9
-0.8147,3
-0.6287,3.1
-0.5834,3.2
-0.9892,3.3
-0.7569,3.4
-0.9958,3.5
-0.7322,3.6
-0.6906,3.7
-0.5685,3.8
-0.3825,3.9
-0.6005,4
-0.5608,4.1
-0.5672,4.2
-0.9049,4.3
-0.5454,4.4
-0.6569,4.5
-0.6144,4.6
-0.7154,4.7
-0.4727,4.8
-0.8051,4.9
-0.6601,5
-1.3564,0.1
-2.1346,0.2
-1.5691,0.3
-1.3144,0.4
-1.7774,0.5
-1.3507,0.6
-0.8964,0.7
-0.7725,0.8
-1.3904,0.9
-1.3907,1
-0.9641,1.1
-1.1307,1.2
-0.9509,1.3
-0.9098,1.4
-0.7551,1.5
-0.5359,1.6
-0.9561,1.7
-0.7325,1.8
-0.5759,1.9
-0.6383,2
-0.9246,2.1
-0.4078,2.2
-0.4372,2.3
-0.6215,2.4
-0.8797,2.5
-0.959,2.6
-0.5913,2.7
-0.4973,2.8
-0.6328,2.9
-1.0287,3
-0.7551,3.1
-0.7489,3.2
-0.5734,3.3
-0.8002,3.4
-0.9588,3.5
-0.7922,3.6
-0.4998,3.7
-0.6551,3.8
-0.827,3.9
-1.3245,4
-0.6057,4.1
-1.4254,4.2
-0.676,4.3
-0.6506,4.4
-0.4963,4.5
-0.5623,4.6
-0.5314,4.7
-0.4527,4.8
-0.7249,4.9
-0.9595,5
-1.9786,0.1
-1.795,0.2
-1.6065,0.3
-2.011,0.4
-1.1227,0.5
-1.2496,0.6
-1.3943,0.7
-1.0379,0.8
-0.9417,0.9
-1.557,1
-1.1528,1.1
-0.7308,1.2
-0.7706,1.3
-1.0518,1.4
-0.8854,1.5
-0.3281,1.6
-1.0615,1.7
-0.721,1.8
-0.6443,1.9
-0.4583,2
-0.9004,2.1
-0.8953,2.2
-0.9885,2.3
-0.5977,2.4
-0.9635,2.5
-0.6654,2.6
-0.3357,2.7
-0.7305,2.8
-0.731,2.9
-0.5384,3
-0.4882,3.1
-0.7196,3.2
-0.5472,3.3
-0.641,3.4
-0.5469,3.5
-1.3354,3.6
-0.6493,3.7
-0.8415,3.8
-0.7576,3.9
-0.6349,4
-0.6869,4.1
-1.492,4.2
-0.4642,4.3
-0.5714,4.4
-0.4674,4.5
-0.9673,4.6
-0.6139,4.7
-0.3407,4.8
-0.7365,4.9
-0.6139,5
-1.4697,0.1
-2.1136,0.2
-1.4544,0.3
-1.5122,0.4
-1.2503,0.5
-1.4392,0.6
-1.0078,0.7
-0.9881,0.8
-0.8313,0.9
-1.1068,1
-1.1562,1.1
-1.6791,1.2
-0.7014,1.3
-0.9798,1.4
-1.3384,1.5
-1.3785,1.6
-0.6907,1.7
-0.8958,1.8
-0.4095,1.9
-0.6553,2
-0.9123,2.1
-0.9598,2.2
-0.7767,2.3
-0.5172,2.4
-0.9054,2.5
-0.5657,2.6
-0.7775,2.7
-0.5834,2.8
-0.732,2.9
-0.5215,3
-0.6072,3.1
-0.7059,3.2
-0.5815,3.3
-1.6619,3.4
-0.8355,3.5
-0.6973,3.6
-1.1883,3.7
-0.5077,3.8
-0.6844,3.9
-0.7105,4
-0.656,4.1
-0.6712,4.2
-0.59,4.3
-0.4774,4.4
-0.5566,4.5
-0.6992,4.6
-0.5258,4.7
-0.5626,4.8
-0.6211,4.9
-1.0526,5
-1.4601,0.1
-1.6049,0.2
-1.4932,0.3
-1.6892,0.4
-1.606,0.5
-1.2587,0.6
-1.0253,0.7
-0.905,0.8
-0.6876,0.9
-1.0673,1
-0.8561,1.1
-0.8109,1.2
-0.6046,1.3
-0.7988,1.4
-1.0939,1.5
-0.7496,1.6
-0.7067,1.7
-0.6444,1.8
-0.8927,1.9
-0.5556,2
-0.5383,2.1
-1.0677,2.2
-0.6891,2.3
-0.5251,2.4
-0.5475,2.5
-1.0392,2.6
-0.4654,2.7
-1.2916,2.8
-1.014,2.9
-1.1065,3
-1.1319,3.1
-0.8057,3.2
-0.7628,3.3
-0.4502,3.4
-0.5872,3.5
-0.6078,3.6
-0.7314,3.7
-0.4807,3.8
-0.9996,3.9
-0.8464,4
-0.8131,4.1
-0.407,4.2
-0.594,4.3
-0.4783,4.4
-0.7597,4.5
-0.5901,4.6
-0.4538,4.7
-0.6009,4.8
-0.9162,4.9
-0.5711,5
-2.4016,0.1
-1.8637,0.2
-1.6145,0.3
-1.2446,0.4
-1.6181,0.5
-1.2384,0.6
-0.8619,0.7
-1.4774,0.8
-1.3453,0.9
-1.3107,1
-0.8555,1.1
-0.9757,1.2
-0.9079,1.3
-0.5853,1.4
-0.6214,1.5
-0.7269,1.6
-0.7462,1.7
-0.9023,1.8
-1.1854,1.9
-0.9011,2
-0.7861,2.1
-0.953,2.2
-0.9791,2.3
-0.8367,2.4
-0.6725,2.5
-1.2347,2.6
-1.2656,2.7
-0.7907,2.8
-0.5393,2.9
-0.8118,3
-0.9323,3.1
-0.9792,3.2
-0.3939,3.3
-1.1211,3.4
-0.8527,3.5
-0.8239,3.6
-0.5292,3.7
-0.4561,3.8
-0.7615,3.9
-0.466,4
-0.8255,4.1
-0.7971,4.2
-0.5308,4.3
-0.6188,4.4
-0.9508,4.5
-0.578,4.6
-0.6195,4.7
-0.5325,4.8
-0.6936,4.9
-0.9505,5
-1.1042,0.1
-2.051,0.2
-2.5712,0.3
-1.6456,0.4
-1.5693,0.5
-1.5253,0.6
-1.0139,0.7
-0.7967,0.8
-0.9391,0.9
-0.6971,1
-1.0825,1.1
-0.6687,1.2
-0.657,1.3
-0.7895,1.4
-0.9038,1.5
-0.5645,1.6
-0.6479,1.7
-0.5604,1.8
-0.4597,1.9
-0.6706,2
-0.7996,2.1
-0.6456,2.2
-0.793,2.3
-0.7512,2.4
-0.6668,2.5
-0.5384,2.6
-0.84,2.7
-0.7373,2.8
-0.9989,2.9
-0.4215,3
-0.84,3.1
-0.6804,3.2
-0.7834,3.3
-0.952,3.4
-0.5985,3.5
-0.5119,3.6
-0.8222,3.7
-0.6094,3.8
-0.8113,3.9
-0.4586,4
-0.8589,4.1
-0.5234,4.2
-0.5376,4.3
-0.5252,4.4
-0.5152,4.5
-0.5812,4.6
-0.765,4.7
-0.5699,4.8
-0.639,4.9
-0.6987,5
-1.6194,0.1
-2.0774,0.2
-1.4568,0.3
-1.7139,0.4
-1.1365,0.5
-1.6324,0.6
-0.9705,0.7
-1.7249,0.8
-1.064,0.9
-0.9091,1
-0.8688,1.1
-0.8213,1.2
-0.7308,1.3
-1.018,1.4
-0.912,1.5
-0.7751,1.6
-0.8147,1.7
-0.7088,1.8
-1.7894,1.9
-0.5101,2
-0.5542,2.1
-0.6998,2.2
-0.6839,2.3
-0.8972,2.4
-0.5704,2.5
-0.999,2.6
-0.793,2.7
-0.8922,2.8
-0.7363,2.9
-0.5726,3
-0.5728,3.1
-0.4335,3.2
-0.9521,3.3
-0.6616,3.4
-0.7701,3.5
-1.1636,3.6
-0.6504,3.7
-0.4249,3.8
-0.5247,3.9
-0.5209,4
-0.5733,4.1
-0.7087,4.2
-0.5648,4.3
-0.6402,4.4
-0.4604,4.5
-0.3968,4.6
-0.548,4.7
-0.4633,4.8
-0.5722,4.9
-0.6693,5
-1.9548,0.1
-1.8708,0.2
-1.3976,0.3
-1.9151,0.4
-1.5849,0.5
-1.4699,0.6
-1.2069,0.7
-1.132,0.8
-1.0576,0.9
-0.9656,1
-1.4682,1.1
-0.6226,1.2
-1.2766,1.3
-0.6848,1.4
-0.4331,1.5
-1.0581,1.6
-1.0104,1.7
-0.9769,1.8
-0.9937,1.9
-0.8047,2
-0.7313,2.1
-0.5095,2.2
-1.0621,2.3
-0.668,2.4
-0.6185,2.5
-0.5465,2.6
-0.7668,2.7
-0.5606,2.8
-0.7364,2.9
-0.4568,3
-0.5494,3.1
-0.7353,3.2
-0.5549,3.3
-0.4205,3.4
-0.6339,3.5
-1.1868,3.6
-0.4854,3.7
-0.5545,3.8
-0.5721,3.9
-0.7625,4
-1.4603,4.1
-0.6483,4.2
-0.9488,4.3
-0.6099,4.4
-0.5535,4.5
-0.5708,4.6
-0.4737,4.7
-0.5885,4.8
-0.4782,4.9
-0.8337,5
-1.6425,0.1
-2.2291,0.2
-1.7373,0.3
-1.8738,0.4
-1.3057,0.5
-1.2646,0.6
-0.9755,0.7
-0.9944,0.8
-0.8869,0.9
-1.0014,1
-0.8822,1.1
-0.998,1.2
-0.6266,1.3
-1.173,1.4
-0.7605,1.5
-1.0405,1.6
-1.1005,1.7
-1.8791,1.8
-0.8795,1.9
-0.5751,2
-0.7408,2.1
-0.6849,2.2
-0.7065,2.3
-0.7082,2.4
-0.314,2.5
-0.5987,2.6
-0.7899,2.7
-0.7408,2.8
-0.5127,2.9
-0.9329,3
-0.7727,3.1
-0.7523,3.2
-0.4095,3.3
-0.9115,3.4
-1.033,3.5
-0.3941,3.6
-0.6409,3.7
-0.746,3.8
-0.4585,3.9
-0.6114,4
-0.6784,4.1
-0.6916,4.2
-0.5138,4.3
-0.5697,4.4
-0.9365,4.5
-0.6628,4.6
-0.6545,4.7
-0.8111,4.8
-0.8583,4.9
-0.4987,5
-1.0721,0.1
-1.7257,0.2
-1.4144,0.3
-1.9864,0.4
-1.1077,0.5
-1.6766,0.6
-0.7146,0.7
-0.8172,0.8
-1.079,0.9
-0.9995,1
-1.0083,1.1
-1.4857,1.2
-1.1,1.3
-0.5679,1.4
-0.6492,1.5
-0.753,1.6
-0.5375,1.7
-0.7393,1.8
-0.7709,1.9
-0.8929,2
-0.6054,2.1
-0.3532,2.2
-0.6856,2.3
-0.4612,2.4
-0.4758,2.5
-1.0199,2.6
-0.556,2.7
-0.7179,2.8
-0.529,2.9
-0.5636,3
-0.8976,3.1
-0.8363,3.2
-0.3754,3.3
-0.8534,3.4
-0.6791,3.5
-0.5712,3.6
-0.8775,3.7
-0.4602,3.8
-0.5673,3.9
-0.8517,4
-0.6905,4.1
-0.867,4.2
-0.6135,4.3
-0.8441,4.4
-0.501,4.5
-0.7129,4.6
-0.5058,4.7
-0.3532,4.8
-0.6649,4.9
-0.5477,5
-1.0765,0.1
-1.7291,0.2
-1.8274,0.3
-1.294,0.4
-1.0342,0.5
-1.0221,0.6
-1.0502,0.7
-1.3151,0.8
-1.3787,0.9
-1.5748,1
-0.8576,1.1
-1.1187,1.2
-0.7272,1.3
-1.1836,1.4
-0.8883,1.5
-0.665,1.6
-1.1024,1.7
-0.5409,1.8
-0.9185,1.9
-1.3795,2
-0.6317,2.1
-0.9737,2.2
-1.7725,2.3
-0.535,2.4
-0.8728,2.5
-0.6407,2.6
-0.756,2.7
-0.5301,2.8
-0.6789,2.9
-0.4157,3
-0.9881,3.1
-0.7954,3.2
-0.6505,3.3
-0.7941,3.4
-0.7193,3.5
-1.0427,3.6
-0.5748,3.7
-0.4936,3.8
-0.8099,3.9
-0.5174,4
-0.7439,4.1
-0.5826,4.2
-0.4807,4.3
-0.58,4.4
-0.5436,4.5
-1.4725,4.6
-0.6428,4.7
-0.6169,4.8
-0.8108,4.9
-0.4784,5
-1.2746,0.1
-1.7216,0.2
-2.5081,0.3
-1.1633,0.4
-2.0409,0.5
-1.0709,0.6
-1.1919,0.7
-1.0994,0.8
-1.134,0.9
-1.1283,1
-0.8698,1.1
-1.0132,1.2
-0.8881,1.3
-0.7783,1.4
-1.2257,1.5
-0.5426,1.6
-1.1186,1.7
-1.3994,1.8
-0.6456,1.9
-1.2227,2
-0.93,2.1
-0.9545,2.2
-1.4175,2.3
-0.7551,2.4
-0.9752,2.5
-0.714,2.6
-1.0557,2.7
-0.5487,2.8
-0.6014,2.9
-0.8859,3
-0.7149,3.1
-0.6752,3.2
-0.7916,3.3
-0.8877,3.4
-1.4822,3.5
-0.6371,3.6
-0.5154,3.7
-0.8764,3.8
-0.6325,3.9
-0.6661,4
-0.8162,4.1
-0.6429,4.2
-0.5367,4.3
-0.6011,4.4
-0.7294,4.5
-1.4073,4.6
-1.1428,4.7
-1.6672,4.8
-0.8122,4.9
-0.8101,5
-2.4662,0.1
-1.5063,0.2
-1.9739,0.3
-2.15,0.4
-1.796,0.5
-1.4567,0.6
-1.5167,0.7
-1.2972,0.8
-0.8156,0.9
-1.1295,1
-1.425,1.1
-0.97,1.2
-0.8864,1.3
-1.0887,1.4
-1.2694,1.5
-1.105,1.6
-0.5926,1.7
-1.4373,1.8
-0.6821,1.9
-0.9238,2
-0.6457,2.1
-0.9892,2.2
-1.118,2.3
-1.0096,2.4
-0.7177,2.5
-0.5112,2.6
-0.8193,2.7
-0.5266,2.8
-0.9078,2.9
-0.6754,3
-0.6259,3.1
-0.8895,3.2
-0.6804,3.3
-0.3447,3.4
-0.612,3.5
-1.0024,3.6
-0.8021,3.7
-0.5176,3.8
-0.5713,3.9
-0.9168,4
-0.7299,4.1
-0.6638,4.2
-0.5966,4.3
-0.9841,4.4
-0.6897,4.5
-0.5823,4.6
-1.0642,4.7
-0.6806,4.8
-0.4406,4.9
-1.2779,5
-0.9884,0.1
-1.7974,0.2
-1.8049,0.3
-1.4065,0.4
-2.0989,0.5
-1.7378,0.6
-0.8655,0.7
-1.6299,0.8
-1.6625,0.9
-1.3423,1
-0.8775,1.1
-1.34,1.2
-0.689,1.3
-0.4836,1.4
-0.601,1.5
-0.7794,1.6
-0.9604,1.7
-1.1163,1.8
-0.7878,1.9
-1.1998,2
-1.343,2.1
-1.1965,2.2
-0.8907,2.3
-0.4858,2.4
-0.6061,2.5
-0.3634,2.6
-0.6884,2.7
-0.7578,2.8
-0.4907,2.9
-0.9368,3
-0.7389,3.1
-1.2484,3.2
-0.6584,3.3
-0.643,3.4
-0.4395,3.5
-0.4683,3.6
-0.7369,3.7
-0.6374,3.8
-0.8048,3.9
-0.7371,4
-0.5841,4.1
-0.6468,4.2
-0.7124,4.3
-0.6982,4.4
-0.6175,4.5
-0.3682,4.6
-1.0362,4.7
-0.4334,4.8
-0.4194,4.9
-0.7243,5
-1.3929,0.1
-1.4226,0.2
-1.7898,0.3
-1.6473,0.4
-1.2072,0.5
-1.0064,0.6
-1.2324,0.7
-1.0923,0.8
-0.9677,0.9
-1.0035,1
-0.6405,1.1
-0.8359,1.2
-0.7197,1.3
-0.7992,1.4
-0.795,1.5
-0.9758,1.6
-0.814,1.7
-1.2888,1.8
-0.7486,1.9
-0.4673,2
-0.8378,2.1
-0.7794,2.2
-0.7839,2.3
-0.7177,2.4
-0.6745,2.5
-0.8636,2.6
-0.6534,2.7
-0.8498,2.8
-0.6215,2.9
-0.8699,3
-0.8528,3.1
-0.6443,3.2
-0.3599,3.3
-0.6955,3.4
-0.439,3.5
-0.8468,3.6
-0.6385,3.7
-0.5583,3.8
-1.2287,3.9
-0.5818,4
-1.1684,4.1
-0.5047,4.2
-0.6535,4.3
-0.6398,4.4
-0.7643,4.5
-0.5777,4.6
-0.6948,4.7
-1.0358,4.8
-0.5784,4.9
-0.6627,5
-1.7574,0.1
-1.0441,0.2
-1.1149,0.3
-1.3228,0.4
-1.6195,0.5
-1.2428,0.6
-1.5045,0.7
-0.9204,0.8
-1.3442,0.9
-1.2889,1
-1.029,1.1
-0.8294,1.2
-1.0291,1.3
-0.8726,1.4
-0.8212,1.5
-0.7364,1.6
-0.8147,1.7
-0.8539,1.8
-0.9061,1.9
-1.0934,2
-0.8563,2.1
-1.0185,2.2
-1.4165,2.3
-0.7134,2.4
-0.8793,2.5
-0.4983,2.6
-0.8447,2.7
-0.6667,2.8
-0.9653,2.9
-0.5681,3
-0.8814,3.1
-0.7094,3.2
-0.5943,3.3
-0.5804,3.4
-0.5827,3.5
-0.6632,3.6
-0.4602,3.7
-0.8526,3.8
-1.0889,3.9
-0.5697,4
-0.6973,4.1
-0.64,4.2
-0.6905,4.3
-0.4064,4.4
-0.8071,4.5
-0.9933,4.6
-0.5885,4.7
-0.6288,4.8
-0.5927,4.9
-0.5808,5
-2.1288,0.1
-1.3781,0.2
-1.9688,0.3
-1.4006,0.4
-1.9856,0.5
-2.1318,0.6
-1.6028,0.7
-1.2893,0.8
-0.8779,0.9
-1.5048,1
-0.842,1.1
-0.9038,1.2
-0.7363,1.3
-1.0259,1.4
-0.6477,1.5
-0.6326,1.6
-0.7178,1.7
-0.8123,1.8
-1.2819,1.9
-0.5446,2
-1.3124,2.1
-0.8526,2.2
-0.646,2.3
-0.8558,2.4
-0.9393,2.5
-0.5515,2.6
-0.5388,2.7
-0.813,2.8
-0.6793,2.9
-0.7203,3
-0.4968,3.1
-0.4732,3.2
-0.4253,3.3
-0.5335,3.4
-0.63,3.5
-1.7288,3.6
-0.545,3.7
-0.9282,3.8
-0.8096,3.9
-0.8225,4
-0.8326,4.1
-0.6552,4.2
-0.5826,4.3
-0.5489,4.4
-0.5933,4.5
-0.4352,4.6
-0.5299,4.7
-0.6537,4.8
-0.64,4.9
-0.9706,5
-1.4404,0.1
-1.1984,0.2
-1.4065,0.3
-1.5746,0.4
-1.8217,0.5
-1.2831,0.6
-1.4559,0.7
-1.0288,0.8
-0.5131,0.9
-1.2113,1
-1.3766,1.1
-0.9727,1.2
-1.2225,1.3
-0.7135,1.4
-0.7077,1.5
-1.3198,1.6
-0.8963,1.7
-1.0091,1.8
-1.0381,1.9
-0.8715,2
-1.7552,2.1
-0.6656,2.2
-0.7152,2.3
-0.7041,2.4
-0.6775,2.5
-0.7169,2.6
-0.7009,2.7
-0.6897,2.8
-0.6066,2.9
-0.6703,3
-1.0288,3.1
-0.9447,3.2
-0.7049,3.3
-0.7353,3.4
-0.4879,3.5
-0.7701,3.6
-0.5007,3.7
-0.5782,3.8
-1.3971,3.9
-0.7165,4
-0.6286,4.1
-0.7312,4.2
-0.5788,4.3
-0.5619,4.4
-0.9235,4.5
-1.0056,4.6
-0.4222,4.7
-0.9416,4.8
-0.6183,4.9
-0.5969,5
-2.0018,0.1
-1.5444,0.2
-1.5601,0.3
-1.4814,0.4
-1.3548,0.5
-1.2989,0.6
-1.3414,0.7
-1.0154,0.8
-1.6503,0.9
-0.8251,1
-1.2095,1.1
-1.0852,1.2
-0.7577,1.3
-0.6899,1.4
-1.2909,1.5
-0.6545,1.6
-1.0272,1.7
-0.6081,1.8
-1.3581,1.9
-1.0065,2
-0.4025,2.1
-0.747,2.2
-0.5956,2.3
-0.6794,2.4
-0.5476,2.5
-0.8539,2.6
-0.5177,2.7
-0.5383,2.8
-0.8733,2.9
-0.7022,3
-0.6508,3.1
-0.4876,3.2
-0.7078,3.3
-0.9475,3.4
-0.5447,3.5
-0.6042,3.6
-0.866,3.7
-0.5134,3.8
-0.7266,3.9
-0.4582,4
-0.6105,4.1
-0.6215,4.2
-0.6727,4.3
-0.8998,4.4
-0.7247,4.5
-0.8381,4.6
-0.5814,4.7
-1.2866,4.8
-1.243,4.9
-0.6036,5
-2.1695,0.1
-2.0608,0.2
-1.4991,0.3
-1.2627,0.4
-1.3366,0.5
-1.6507,0.6
-1.196,0.7
-1.089,0.8
-0.956,0.9
-0.9389,1
-0.806,1.1
-0.7528,1.2
-0.69,1.3
-0.9032,1.4
-1.1381,1.5
-0.8088,1.6
-0.6489,1.7
-0.8918,1.8
-0.806,1.9
-0.7012,2
-0.6502,2.1
-0.4511,2.2
-0.6869,2.3
-0.7663,2.4
-0.6615,2.5
-0.6534,2.6
-1.0083,2.7
-0.7332,2.8
-1.1095,2.9
-0.4537,3
-0.9698,3.1
-0.7937,3.2
-0.559,3.3
-0.6604,3.4
-0.752,3.5
-0.8504,3.6
-0.5815,3.7
-0.9288,3.8
-0.6275,3.9
-0.5492,4
-0.7375,4.1
-0.7208,4.2
-0.4695,4.3
-0.4964,4.4
-0.6015,4.5
-0.9483,4.6
-0.7151,4.7
-0.5952,4.8
-1.2136,4.9
-0.8043,5
-1.555,0.1
-1.2979,0.2
-1.4599,0.3
-1.5834,0.4
-1.7573,0.5
-1.4073,0.6
-1.2476,0.7
-1.241,0.8
-0.9406,0.9
-0.9626,1
-0.8334,1.1
-0.9036,1.2
-0.9744,1.3
-0.5997,1.4
-0.8519,1.5
-0.8603,1.6
-0.5913,1.7
-0.74,1.8
-0.8398,1.9
-0.9482,2
-0.508,2.1
-0.7064,2.2
-0.8152,2.3
-1.0469,2.4
-0.5408,2.5
-1.6319,2.6
-1.0522,2.7
-0.6885,2.8
-0.5759,2.9
-0.8096,3
-1.7637,3.1
-0.6722,3.2
-0.7383,3.3
-0.7746,3.4
-0.8464,3.5
-0.5907,3.6
-0.6472,3.7
-0.7271,3.8
-0.8305,3.9
-0.7903,4
-0.4264,4.1
-0.5739,4.2
-0.67,4.3
-0.5002,4.4
-0.655,4.5
-0.7128,4.6
-0.6784,4.7
-0.5423,4.8
-0.5314,4.9
-0.6168,5
-1.9011,0.1
-2.0289,0.2
-1.4312,0.3
-1.1993,0.4
-1.6881,0.5
-1.0659,0.6
-1.2671,0.7
-1.1485,0.8
-0.9549,0.9
-1.1384,1
-0.936,1.1
-1.4237,1.2
-0.9644,1.3
-1.0889,1.4
-0.8021,1.5
-0.5479,1.6
-0.9542,1.7
-1.087,1.8
-0.4721,1.9
-0.9088,2
-1.0142,2.1
-0.6732,2.2
-0.6986,2.3
-0.8373,2.4
-0.8257,2.5
-0.5244,2.6
-0.6568,2.7
-0.4211,2.8
-0.6988,2.9
-0.6795,3
-0.6598,3.1
-0.6932,3.2
-0.6856,3.3
-0.7378,3.4
-0.5455,3.5
-0.8535,3.6
-0.6856,3.7
-0.6163,3.8
-0.7646,3.9
-0.9839,4
-0.766,4.1
-0.6036,4.2
-0.6214,4.3
-0.5924,4.4
-0.8711,4.5
-1.4218,4.6
-0.5179,4.7
-0.6349,4.8
-0.7269,4.9
-0.5098,5
-2.2461,0.1
-1.7405,0.2
-1.4426,0.3
-1.069,0.4
-1.1846,0.5
-1.3757,0.6
-0.8021,0.7
-0.805,0.8
-0.981,0.9
-0.8676,1
-0.9018,1.1
-1.0862,1.2
-1.2742,1.3
-1.3378,1.4
-0.9003,1.5
-0.5895,1.6
-0.4484,1.7
-0.5906,1.8
-0.8875,1.9
-1.2164,2
-0.6539,2.1
-1.0528,2.2
-0.7118,2.3
-0.7854,2.4
-0.9097,2.5
-0.4981,2.6
-0.604,2.7
-0.6124,2.8
-0.6286,2.9
-0.4118,3
-0.5842,3.1
-0.8062,3.2
-0.5994,3.3
-0.5406,3.4
-0.5426,3.5
-0.8635,3.6
-0.5663,3.7
-0.8995,3.8
-0.8132,3.9
-0.8424,4
-0.5721,4.1
-0.6405,4.2
-0.7417,4.3
-0.4381,4.4
-0.6318,4.5
-0.3307,4.6
-0.9843,4.7
-0.7715,4.8
-0.6324,4.9
-0.6501,5
-1.4882,0.1
-1.3953,0.2
-1.6563,0.3
-1.4805,0.4
-1.347,0.5
-1.4853,0.6
-0.7441,0.7
-0.9419,0.8
-0.8637,0.9
-0.8237,1
-0.8877,1.1
-0.7442,1.2
-0.6246,1.3
-0.8165,1.4
-1.0033,1.5
-1.7435,1.6
-0.8508,1.7
-0.7036,1.8
-0.727,1.9
-0.7101,2
-0.9798,2.1
-1.0941,2.2
-0.5713,2.3
-0.6086,2.4
-0.3893,2.5
-0.7636,2.6
-1.1679,2.7
-0.6107,2.8
-0.9951,2.9
-0.6384,3
-0.7426,3.1
-0.5594,3.2
-0.5881,3.3
-0.6893,3.4
-1.0612,3.5
-0.8423,3.6
-0.4635,3.7
-1.3363,3.8
-0.5632,3.9
-0.6766,4
-0.6763,4.1
-0.4467,4.2
-0.2905,4.3
-0.6443,4.4
-0.8579,4.5
-0.8637,4.6
-0.7848,4.7
-1.0311,4.8
-0.5654,4.9
-0.7427,5
-1.5635,0.1
-2.0103,0.2
-1.6656,0.3
-1.4767,0.4
-1.5072,0.5
-1.1624,0.6
-1.8237,0.7
-1.2224,0.8
-0.9395,0.9
-0.8877,1
-1.3467,1.1
-0.6601,1.2
-0.9825,1.3
-0.8143,1.4
-1.1776,1.5
-1.5858,1.6
-0.6243,1.7
-1.1844,1.8
-0.5223,1.9
-1.0518,2
-0.6232,2.1
-0.8952,2.2
-0.8109,2.3
-0.6889,2.4
-1.0077,2.5
-0.728,2.6
-0.7687,2.7
-1.0476,2.8
-0.5713,2.9
-0.5668,3
-0.9652,3.1
-0.7106,3.2
-0.5894,3.3
-0.7524,3.4
-0.4316,3.5
-0.4778,3.6
-1.2647,3.7
-0.4409,3.8
-0.7965,3.9
-0.8887,4
-0.5615,4.1
-0.6026,4.2
-0.6613,4.3
-0.9111,4.4
-0.6997,4.5
-0.7935,4.6
-0.8943,4.7
-0.4625,4.8
-0.505,4.9
-0.6702,5
-1.6257,0.1
-1.6499,0.2
-1.4481,0.3
-1.7684,0.4
-1.207,0.5
-1.4628,0.6
-0.885,0.7
-1.1358,0.8
-0.6699,0.9
-1.0584,1
-0.9563,1.1
-1.2581,1.2
-0.8232,1.3
-1.0543,1.4
-1.1288,1.5
-0.9761,1.6
-1.2279,1.7
-1.0644,1.8
-0.6229,1.9
-0.5451,2
-0.8828,2.1
-0.732,2.2
-0.6634,2.3
-1.0121,2.4
