"speciesType","N","feedingRange","sd","se","ci","z"
"Mutant",601,0.329354224625624,0.0463704385332702,0.0018914896407799,0.00371474496935605,2.9
"Invader",130,0.478725607692308,0.191262181494266,0.0167748030069703,0.0331893585890304,3
"Mutant",2408,0.367083015365449,0.113408880550962,0.00231110045085586,0.00453195252999961,3
"Invader",158,0.449482734177215,0.143511463515061,0.0114171590162126,0.0225510487619453,3.1
"Mutant",3649,0.345610876678542,0.0702912461050772,0.00116362839594471,0.00228142669445246,3.1
"Invader",117,0.410039683760684,0.105916305560151,0.00979196591294448,0.0193942223023709,3.2
"Mutant",2385,0.338287459958071,0.0545898610058015,0.0011178095014836,0.0021919792299362,3.2
"Invader",122,0.420960590163934,0.118931718029091,0.0107675718198822,0.0213172484991769,3.3
"Mutant",2186,0.338412037511436,0.0576424786829344,0.00123287080622652,0.00241772164423849,3.3
"Invader",142,0.444017697183099,0.130762848850681,0.0109733745113259,0.0216936096080166,3.4
"Mutant",4086,0.345883348017621,0.064331423510733,0.00100640776821182,0.00197310759823697,3.4
"Invader",163,0.464260601226994,0.157973450871472,0.0123734356215739,0.0244340186480337,3.5
"Mutant",4458,0.349549102288022,0.0785068577174962,0.00117581111897279,0.00230517344707625,3.5
"Invader",112,0.446311455357143,0.166098887695311,0.0156948696387943,0.0311004319328589,3.6
"Mutant",3111,0.353719422050788,0.0815877996100791,0.00146276720507529,0.00286808724823053,3.6
"Invader",36,0.374951027777778,0.0920048443027357,0.0153341407171226,0.031129960642737,3.7
"Mutant",826,0.326000779661017,0.0436966340113272,0.00152040034867201,0.0029843081186052,3.7
"Invader",122,0.469118713114754,0.151361275161571,0.0137036059686998,0.0271299025124841,3.8
"Mutant",4384,0.343304900547445,0.0621863400055733,0.000939203547517726,0.00184131360332952,3.8
"Invader",117,0.514805418803419,0.186626486105695,0.0172536247439424,0.0341729778045238,3.9
"Mutant",4105,0.355352390499391,0.0777856369800872,0.0012140674953092,0.0023802305472203,3.9
"Invader",75,0.42684788,0.151312683548943,0.0174720837157574,0.0348138867550892,4
"Mutant",2766,0.347716892986262,0.0731324551909639,0.00139054185590431,0.00272660550534286,4
"Invader",73,0.410830232876712,0.105068241895118,0.0122973075652852,0.0245142345994315,4.1
"Mutant",2115,0.346359361229314,0.0697498057858153,0.00151665854680376,0.00297429903835552,4.1
"Invader",108,0.487067574074074,0.170694405410086,0.0164250768187794,0.0325607991394065,4.2
"Mutant",3027,0.348507148331682,0.0720322399702269,0.00130924435383179,0.0025670985829433,4.2
"Invader",117,0.470976495726496,0.18185180581682,0.0168122053950837,0.0332986911641858,4.3
"Mutant",4616,0.346215043544194,0.0733438549093831,0.0010795203469995,0.00211637605495888,4.3
"Invader",21,0.403981571428571,0.149350524563046,0.0325909563757868,0.0679835437113275,4.4
"Mutant",565,0.321788830088496,0.0479320158443201,0.00201651506225058,0.00396079659203253,4.4
"Invader",78,0.462193807692308,0.162480389258716,0.0183972813256518,0.0366336673029008,4.5
"Mutant",3001,0.344662493168944,0.0653750608909547,0.00119338097135174,0.00233992777250355,4.5
"Invader",77,0.51372925974026,0.179714989321938,0.0204804237815657,0.0407902990796596,4.6
"Mutant",3689,0.347094372187585,0.0672064591155719,0.00110651342346891,0.00216943844241266,4.6
"Invader",80,0.5018386375,0.165608549989582,0.0185155987715938,0.0368543774674556,4.7
"Mutant",3537,0.354125073225898,0.0741156758651271,0.00124621376352555,0.00244337044876961,4.7
"Invader",57,0.466284701754386,0.139418464056308,0.018466426681489,0.0369926978599776,4.8
"Mutant",3367,0.339664192159192,0.0573113381679067,0.000987686211230627,0.00193652574428863,4.8
"Invader",34,0.434303323529412,0.130379223883283,0.0223598524279615,0.0454914618133974,4.9
"Mutant",1346,0.331199089153046,0.0483926925088718,0.00131903784563995,0.0025875952110409,4.9
"Invader",28,0.44349225,0.147156715730172,0.0278100052553616,0.0570614174464281,5
"Mutant",1851,0.338318052944354,0.0577052276511283,0.00134125683864886,0.0026305361098426,5
"Invader",1565,0.344814817252396,0.0652688306212942,0.00164986595460374,0.00323618226768264,0.1
"Mutant",1020,0.341505906862745,0.0625104311273042,0.00195727752090616,0.0038407553911985,0.1
"Invader",642,0.330351218068536,0.0536734134243396,0.00211832065848889,0.00415968644466447,0.2
"Mutant",346,0.330514554913295,0.0627705994020384,0.00337456833004406,0.00663731665641706,0.2
"Invader",801,0.349915828963795,0.0614055857387946,0.00216965969012237,0.00425889820729888,0.3
"Mutant",687,0.31646100727802,0.0328822754451893,0.00125453705771877,0.00246319332604584,0.3
"Invader",352,0.33922609375,0.0548023034940179,0.00292097259071555,0.00574480987643956,0.4
"Mutant",358,0.322958773743017,0.0414719384712375,0.00219186005583464,0.00431058038140722,0.4
"Invader",329,0.362496480243161,0.0880459587752834,0.00485413083779708,0.00954915698764285,0.5
"Mutant",531,0.328822256120527,0.0486117194480564,0.00210956893861593,0.00414414277157773,0.5
"Invader",514,0.342987986381323,0.0552092108886654,0.00243517389936212,0.00478414030230701,0.6
"Mutant",600,0.3119358,0.0242740832174306,0.000990985297609358,0.00194622798420565,0.6
"Invader",234,0.351268235042735,0.0553155797894442,0.00361609257374455,0.00712441690645389,0.7
"Mutant",373,0.313037621983914,0.0292554178955134,0.00151478811925063,0.0029786210438134,0.7
"Invader",246,0.335403573170732,0.0473620960185046,0.00301969695032684,0.00594787872494266,0.8
"Mutant",446,0.316241168161435,0.0301858669396003,0.00142934222610147,0.00280909944607784,0.8
"Invader",173,0.352181884393064,0.0585002167417813,0.00444768911800027,0.00877908081480192,0.9
"Mutant",410,0.316374341463415,0.0279303319418494,0.0013793807751606,0.00271156061462791,0.9
"Invader",333,0.363530801801802,0.0676092140103637,0.00370496210527165,0.0072881608410955,1
"Mutant",824,0.317391046116505,0.0272240262573799,0.000948393893772924,0.00186155554648438,1
"Invader",291,0.369921800687285,0.0780211637085035,0.00457368161629641,0.00900181906237576,1.1
"Mutant",947,0.317585856388596,0.0326266261612252,0.0010602228923594,0.00208066073808797,1.1
"Invader",145,0.381616503448276,0.122063664002194,0.0101368355497679,0.0200362163940948,1.2
"Mutant",571,0.346885523642732,0.104120613144383,0.00435731204631198,0.00855834720061593,1.2
"Invader",275,0.366640247272727,0.0723718073604457,0.00436418418935417,0.00859159322485604,1.3
"Mutant",1002,0.31955578742515,0.0343031432317527,0.00108367749895191,0.00212654013288032,1.3
"Invader",300,0.410263916666667,0.121452636170067,0.00701207121865777,0.0137992629927981,1.4
"Mutant",1902,0.342046500525762,0.0706945693675987,0.00162099172207117,0.00317910950808548,1.4
"Invader",145,0.375270586206897,0.0861060591082934,0.00715071899696272,0.0141339328721565,1.5
"Mutant",604,0.316550023178808,0.0319167481457899,0.00129867406412748,0.00255047362226843,1.5
"Invader",258,0.39121584496124,0.104231554141694,0.00648917311737479,0.012778723022286,1.6
"Mutant",1463,0.330144710868079,0.0457003906502557,0.0011948069754293,0.00234371893738136,1.6
"Invader",393,0.41033337913486,0.10935726454692,0.00551634428057611,0.0108453210034908,1.7
"Mutant",3159,0.334790434314657,0.0516832652248188,0.000919549538118766,0.00180297499729832,1.7
"Invader",436,0.425021621559633,0.136645798880091,0.00654414689661971,0.0128620785295383,1.8
"Mutant",3269,0.340501906699296,0.0682782724730412,0.00119419449294048,0.0023414453891486,1.8
"Invader",187,0.397613657754011,0.107937184916454,0.00789314868673134,0.0155716046289665,1.9
"Mutant",1486,0.333029336473755,0.0621773684832799,0.00161295753188584,0.00316391741878096,1.9
"Invader",182,0.403146697802198,0.0971892286002037,0.00720414492867205,0.0142149092987444,2
"Mutant",1682,0.333220586801427,0.0522636632364648,0.00127434450635015,0.00249946899824812,2
"Invader",198,0.399100808080808,0.0953775906160849,0.00677819021454048,0.0133671268090579,2.1
"Mutant",2280,0.340259630701754,0.0606005014456937,0.00126913784374827,0.0024887862341946,2.1
"Invader",169,0.422273668639053,0.139888858143397,0.0107606813956459,0.0212435778578956,2.2
"Mutant",1929,0.344928855365474,0.070946761433316,0.00161534935206767,0.00316801535576987,2.2
"Invader",86,0.385590965116279,0.0993009022120554,0.0107078916671294,0.0212901573584961,2.3
"Mutant",943,0.345998467656416,0.0734027460826808,0.0023903222898806,0.00469097284140426,2.3
"Invader",65,0.388611492307692,0.0809823143987553,0.0100446198728694,0.0200664349863801,2.4
"Mutant",812,0.324840497536946,0.0370971845409373,0.00130185596052374,0.00255540447178101,2.4
"Invader",139,0.38227654676259,0.0915598671354339,0.0077660065707244,0.0153557522997033,2.5
"Mutant",1527,0.32860832940406,0.0489619263592725,0.00125296511004943,0.0024577158289993,2.5
"Invader",71,0.373877985915493,0.0784996316894895,0.00931619230640592,0.0185805596762932,2.6
"Mutant",747,0.317565457831325,0.0296639294450777,0.00108534642130845,0.00213069679664556,2.6
"Invader",234,0.430732884615385,0.127208090420562,0.00831585301719642,0.0163838736478888,2.7
"Mutant",3107,0.337257983585452,0.055200189726168,0.000990307216445148,0.00194172313513809,2.7
"Invader",165,0.4255242,0.153865607647578,0.0119784213096411,0.0236518070400863,2.8
"Mutant",2942,0.342332851461591,0.0698230251663775,0.00128729276095537,0.0025240862261096,2.8
"Invader",168,0.417642904761905,0.121298130293148,0.00935835392418556,0.0184759263581091,2.9
"Mutant",3037,0.339183018768522,0.0632920333721972,0.00114848850410113,0.00225189386302266,2.9
"Invader",105,0.421563619047619,0.178705620653954,0.0174398828232507,0.0345839420959851,3
"Mutant",1598,0.34260228097622,0.0737129722153745,0.0018439771514811,0.00361686999168884,3
"Invader",180,0.441620511111111,0.134084670345575,0.00999408125444517,0.0197213748456498,3.1
"Mutant",4188,0.349898929560649,0.0728072247630954,0.00112504822964684,0.00220569162218405,3.1
"Invader",156,0.436197820512821,0.136303552622978,0.010913018119296,0.0215574355538286,3.2
"Mutant",2929,0.341027439399112,0.0618726989878753,0.00114324516995355,0.00224164599454367,3.2
"Invader",129,0.429492751937984,0.135678995538587,0.0119458694591299,0.0236369436747483,3.3
"Mutant",2855,0.341622413660245,0.0638935708555478,0.00119578776131599,0.00234469530968774,3.3
"Invader",55,0.388872072727273,0.117598900096874,0.0158570324542282,0.031791435939608,3.4
"Mutant",828,0.324897183574879,0.0424486714053279,0.00147519330759721,0.00289556347851927,3.4
"Invader",89,0.432895292134831,0.134920676823728,0.0143015631402175,0.0284213514797972,3.5
"Mutant",1993,0.349981579528349,0.0754828819959165,0.00169081006401035,0.00331594161775736,3.5
"Invader",77,0.396295038961039,0.0962071695103636,0.0109638244969511,0.0218363489475288,3.6
"Mutant",1908,0.329561306079665,0.049694860278802,0.00113768567220792,0.00223123908570188,3.6
"Invader",88,0.406086340909091,0.105540816119934,0.0112506888007629,0.0223619622339777,3.7
"Mutant",2902,0.33700816678153,0.0555128935982774,0.00103049327372853,0.00202057272676469,3.7
"Invader",118,0.424511779661017,0.120448918860311,0.0110882217456097,0.0219596421297617,3.8
"Mutant",3976,0.343675186368209,0.064747770951972,0.00102683729470204,0.00201317711329848,3.8
"Invader",78,0.404222358974359,0.107096941991457,0.0121263407844042,0.0241466293869223,3.9
"Mutant",2294,0.347356227550131,0.0696168771255193,0.00145350935405728,0.00285033052429981,3.9
"Invader",84,0.451395785714286,0.177082229939889,0.0193212553078837,0.0384291997098766,4
"Mutant",3240,0.348707551851852,0.0796212443414223,0.00139880267919826,0.00274262774415623,4
"Invader",53,0.417344962264151,0.142877493553308,0.0196257330900575,0.0393819146021574,4.1
"Mutant",1526,0.333857536697248,0.0610164145911597,0.00156195823626048,0.00306381354823326,4.1
"Invader",97,0.429037402061856,0.118803475465056,0.0120626653217991,0.0239442014189172,4.2
"Mutant",3667,0.34185625824925,0.0661572464065107,0.00109250130838975,0.00214197040538486,4.2
"Invader",63,0.437750095238095,0.137871298938506,0.0173701509487966,0.0347224369932148,4.3
"Mutant",2917,0.354092139526911,0.0722184545624521,0.00133714952980699,0.00262185318375323,4.3
"Invader",66,0.444748727272727,0.157259320166948,0.0193572841897459,0.0386591660588587,4.4
"Mutant",2025,0.342367282469136,0.0772770603401132,0.00171726800755807,0.00336779738995511,4.4
"Invader",120,0.484141941666667,0.183235389137602,0.0167270259939836,0.0331211821041786,4.5
"Mutant",6238,0.354599053863418,0.0783037443761225,0.000991424951433685,0.00194353436310582,4.5
"Invader",122,0.506030909836066,0.214868386605875,0.0194532696823152,0.0385128783792919,4.6
"Mutant",5979,0.35848260896471,0.0920288484940845,0.00119017195185695,0.00233316655527862,4.6
"Invader",98,0.462289734693878,0.153098792945106,0.0154653135261371,0.0306943663343,4.7
"Mutant",4952,0.347524833602585,0.0672390339381234,0.000955501002499678,0.00187320549035763,4.7
"Invader",73,0.461768068493151,0.12966716388233,0.0151763936144565,0.0302535877437389,4.8
"Mutant",3839,0.346190636624121,0.0655594732844028,0.00105809923321104,0.00207449060403769,4.8
"Invader",77,0.446862441558442,0.183159067736037,0.0208729129430086,0.0415720089920878,4.9
"Mutant",3737,0.344243356970832,0.0607600806492131,0.000993932273781551,0.00194870278410105,4.9
"Invader",91,0.479046362637363,0.166741524797482,0.0174792612097092,0.0347256032356402,5
"Mutant",4763,0.350626877808104,0.0778484680119326,0.00112800176632952,0.00221140491017967,5
"Invader",1640,0.336045442682927,0.0544698871709206,0.00134503799212205,0.00263817423013578,0.1
"Mutant",684,0.327918416666667,0.0514459044573542,0.00196708332095312,0.00386225667292874,0.1
"Invader",469,0.334095526652452,0.0587131799190166,0.00271112274880128,0.00532748051135327,0.2
"Mutant",234,0.320370209401709,0.0392547441340944,0.00256616290180563,0.00505584798770982,0.2
"Invader",348,0.337642701149425,0.0589976793037685,0.00316260757539553,0.00622029249218664,0.3
"Mutant",378,0.336745632275132,0.0628580696901107,0.00323307024177824,0.00635710967605573,0.3
"Invader",589,0.344981529711375,0.0630730805627735,0.00259888100893531,0.00510421954657286,0.4
"Mutant",625,0.3172132976,0.0331396603640699,0.0013255864145628,0.00260315075780266,0.4
"Invader",417,0.350998956834532,0.0727262232305042,0.00356141847409953,0.00700061941176692,0.5
"Mutant",477,0.323962050314465,0.0364508124299032,0.00166896805058646,0.00327945584210751,0.5
"Invader",448,0.363787504464286,0.0843246143914866,0.00398396355502307,0.0078296247461045,0.6
"Mutant",743,0.321403845222073,0.0362827465856633,0.00133108487503555,0.00261314090042344,0.6
"Invader",268,0.361940175373134,0.0740034352634346,0.0045204792832958,0.00890032022889884,0.7
"Mutant",748,0.333873303475936,0.0612401762675228,0.00223916260765621,0.00439580038494466,0.7
"Invader",218,0.358734334862385,0.0869569048197822,0.00588946474096166,0.0116078776379323,0.8
"Mutant",436,0.316665543577982,0.0339595581615034,0.00162636787207922,0.00319651615696558,0.8
"Invader",122,0.338751409836066,0.0761279909232633,0.00689230445295573,0.0136451345961161,0.9
"Mutant",291,0.310998395189003,0.0240715479687587,0.00141109913243334,0.00277729412208765,0.9
"Invader",306,0.345502169934641,0.0513113917131297,0.0029332770268316,0.0057720214416557,1
"Mutant",958,0.322828050104384,0.0475046261645543,0.00153480480525161,0.00301197144587543,1
"Invader",311,0.366799115755627,0.0720307889104651,0.00408449131423065,0.00803683270557433,1.1
"Mutant",1076,0.324775716542751,0.0412158987519582,0.00125648884935802,0.00246544873743062,1.1
"Invader",356,0.379020699438202,0.0821929861864418,0.00435621955545102,0.00856724148763526,1.2
"Mutant",1595,0.329018853918495,0.0424347753160195,0.00106253088647596,0.0020841047630207,1.2
"Invader",314,0.378754292993631,0.0828685768736115,0.00467654434216763,0.00920143779553375,1.3
"Mutant",1124,0.332381773131673,0.0549809790497339,0.0016399451148667,0.00321770132231886,1.3
"Invader",205,0.362753897560976,0.0786561837293604,0.00549358616662035,0.0108314889877893,1.4
"Mutant",661,0.313211754916793,0.024751474138049,0.000962720766285522,0.00189036463138935,1.4
"Invader",156,0.379291230769231,0.086276770501858,0.00690766998836386,0.0136453224005896,1.5
"Mutant",1014,0.334264253451677,0.0522480184029444,0.00164078186100973,0.00321972029914565,1.5
"Invader",188,0.374044611702128,0.0914488362670173,0.00666959186229041,0.0131573108469118,1.6
"Mutant",910,0.325496246153846,0.0430809473421551,0.00142811949814653,0.00280279471335586,1.6
"Invader",84,0.370324785714286,0.0716338792261711,0.00781589699707747,0.0155455047731789,1.7
"Mutant",497,0.319383945674044,0.0324949500178158,0.00145759771539346,0.00286382718494665,1.7
"Invader",172,0.37203125,0.0696812371817748,0.00531314452461389,0.0104877963801924,1.8
"Mutant",798,0.318727061403509,0.030378360910251,0.00107538231914173,0.00211091627539286,1.8
"Invader",306,0.412495937908497,0.121920692708219,0.0069697420996847,0.01371486582215,1.9
"Mutant",2609,0.337652364124186,0.067321940079703,0.00131801266476273,0.00258445678295063,1.9
"Invader",192,0.435964625,0.150823204623304,0.0108847272236633,0.0214697107176602,2
"Mutant",2154,0.343430991643454,0.0606153458878791,0.0013060498036639,0.00256125043659073,2
"Invader",60,0.366687216666667,0.0773636509068065,0.0099876043854622,0.019985150213484,2.1
"Mutant",547,0.333975989031079,0.0648177531922388,0.00277140700044922,0.00544392545211673,2.1
"Invader",188,0.387762015957447,0.0844053681650954,0.00615589415488915,0.0121439234377303,2.2
"Mutant",1932,0.328837317805383,0.0455159651163381,0.0010355240620381,0.00203086281247412,2.2
"Invader",193,0.427264937823834,0.148517928262172,0.0106905544031676,0.0210860119950262,2.3
"Mutant",2028,0.338181560650888,0.0677061523054125,0.00150346789458937,0.00294850352129818,2.3
"Invader",174,0.434027522988506,0.127760663489012,0.00968551090373629,0.0191169838049062,2.4
"Mutant",2590,0.34542363011583,0.0679815488722077,0.00133579918193754,0.00261934282744272,2.4
"Invader",103,0.401547009708738,0.100795224544764,0.00993164858430998,0.0196993778766916,2.5
"Mutant",894,0.326752218120805,0.0454557105890085,0.00152026638176812,0.0029837113576033,2.5
"Invader",74,0.379796256756757,0.0855822982679455,0.00994874009191792,0.0198278104094176,2.6
"Mutant",872,0.332769875,0.0549656150364646,0.00186137059727134,0.00365329592726734,2.6
"Invader",138,0.425390934782609,0.127315874553478,0.010837846968291,0.021431096869318,2.7
"Mutant",2916,0.34885477914952,0.0702441201799834,0.00130081704037006,0.00255061360646939,2.7
"Invader",116,0.41081574137931,0.126105152068328,0.0117085694295983,0.023192422621687,2.8
"Mutant",1788,0.33695183557047,0.0617247688063454,0.00145974069212762,0.00286297830343919,2.8
"Invader",133,0.415431360902256,0.106174421050597,0.00920648990014239,0.0182113470096578,2.9
"Mutant",1981,0.334161273094397,0.0507273188478112,0.00113972394026531,0.00223518421854045,2.9
"Invader",55,0.365995563636364,0.0888149340757518,0.0119758032677108,0.0240100399308481,3
"Mutant",763,0.330666659239843,0.0524583693939207,0.00189912048328987,0.003728129365981,3
"Invader",39,0.391409794871795,0.0929108343725258,0.0148776403765628,0.0301182083510948,3.1
"Mutant",728,0.339289978021978,0.0678347252767915,0.00251412218786576,0.00493580620740176,3.1
"Invader",51,0.402191470588235,0.122571693962571,0.0171634701921364,0.0344738444496854,3.2
"Mutant",1483,0.339878449763992,0.0583454018069246,0.00151508172425147,0.00297193278729272,3.2
"Invader",102,0.423805843137255,0.164832646390675,0.016320863982607,0.032376203877319,3.3
"Mutant",2516,0.339910696343402,0.0652447304943253,0.00130073888401431,0.00255062886724444,3.3
"Invader",120,0.473811491666667,0.200964682321935,0.0183454816282639,0.0363258859056681,3.4
"Mutant",2712,0.34941445280236,0.0844692201300498,0.00162201042781544,0.00318050199080411,3.4
"Invader",57,0.396320631578947,0.0889729890802804,0.0117847602941626,0.0236077116831282,3.5
"Mutant",1419,0.328637947850599,0.047005366406867,0.00124783236184698,0.00244779582659737,3.5
"Invader",38,0.435476789473684,0.194742903599697,0.031591470577074,0.0640103995792731,3.6
"Mutant",974,0.338872135523614,0.0790288910967477,0.00253224900809448,0.0049692982883434,3.6
"Invader",72,0.419347361111111,0.132532537533221,0.0156191093362668,0.0311436194727049,3.7
"Mutant",1643,0.335583902617164,0.0665079268719096,0.00164079615207354,0.00321827361463995,3.7
"Invader",47,0.39506614893617,0.138837195103063,0.0202514862832998,0.0407641276112314,3.8
"Mutant",1239,0.336345696529459,0.067180256630863,0.00190856082526065,0.00374437120551935,3.8
"Invader",112,0.465167580357143,0.178766563984797,0.016891852537046,0.0334723334528217,3.9
"Mutant",4032,0.350002218005952,0.0742354878259714,0.00116909904311359,0.00229208024481431,3.9
"Invader",107,0.441833121495327,0.139520940280277,0.0134879983954905,0.0267412686855969,4
"Mutant",4137,0.351623112883732,0.0739578389993949,0.00114985069597163,0.00225432565735571,4
"Invader",59,0.413602610169492,0.137972846145477,0.0179625345846044,0.035955919537566,4.1
"Mutant",1521,0.348366717291256,0.0832602097065059,0.00213487717196169,0.00418761689104469,4.1
"Invader",97,0.456595855670103,0.174363153944635,0.0177038959698288,0.0351419557529359,4.2
"Mutant",3780,0.349754651851852,0.0824731058107065,0.00134142516628268,0.00262998736011664,4.2
"Invader",69,0.443246956521739,0.162096058659531,0.0195140723035685,0.0389397250074465,4.3
"Mutant",2258,0.34119036935341,0.0752631891568118,0.00158387406704391,0.00310600177228928,4.3
"Invader",113,0.474340451327434,0.186557337246297,0.0175498380297668,0.0347727544278242,4.4
"Mutant",5356,0.356117623599701,0.0833219526852326,0.00113851604404121,0.00223195491815371,4.4
"Invader",64,0.45672784375,0.197205273807359,0.0246506592259199,0.0492604117310187,4.5
"Mutant",2027,0.339001916132215,0.0739140818402498,0.00164172462387724,0.00321964458264965,4.5
"Invader",126,0.462608571428571,0.15488893654866,0.0137986031801632,0.0273091482302327,4.6
"Mutant",5449,0.348228182602312,0.0702800532315408,0.000952080516556774,0.00186645818629796,4.6
"Invader",95,0.522799336842105,0.237081451128878,0.0243240436539164,0.0482959588758375,4.7
"Mutant",4098,0.357289913616398,0.0882544567308588,0.0013786393456248,0.00270288196556715,4.7
"Invader",53,0.443087641509434,0.202338978197203,0.0277933961539693,0.0557715295941763,4.8
"Mutant",1580,0.337073912658228,0.0723804672806265,0.00182092827275893,0.00357169163707384,4.8
"Invader",46,0.481860456521739,0.21475541889039,0.0316639590560635,0.0637744872402018,4.9
"Mutant",1537,0.347768715679896,0.0917740365682994,0.00234090020832195,0.00459169829913298,4.9
"Invader",71,0.45056523943662,0.189972513813105,0.0225455894954372,0.0449657603964585,5
"Mutant",2842,0.34430328888107,0.0909736312881764,0.00170648900124944,0.0033460825194844,5
"Invader",1739,0.335145190339275,0.0499864349678622,0.0011986775540356,0.00235100208235893,0.1
"Mutant",796,0.326961949748744,0.0421461167261508,0.00149382950056279,0.00293231626964925,0.1
"Invader",572,0.33384073951049,0.0544641861073226,0.00227726202318939,0.00447283238548555,0.2
"Mutant",431,0.346662180974478,0.0727938521187294,0.00350635647723349,0.00689173030229396,0.2
"Invader",222,0.321861941441441,0.0382451983542961,0.00256684964583472,0.00505863503493247,0.3
"Mutant",156,0.308821032051282,0.0192313610359678,0.00153974116892431,0.00304158489024883,0.3
"Invader",459,0.337800180827887,0.0563954066439168,0.00263231215847125,0.00517290692310338,0.4
"Mutant",387,0.313848341085271,0.0257217230963243,0.00130750866622686,0.00257073038332584,0.4
"Invader",324,0.33831125,0.049834719075061,0.00276859550417006,0.00544675651764896,0.5
"Mutant",348,0.311352568965517,0.0249478546438271,0.00133734538404791,0.00263032300199728,0.5
"Invader",467,0.350689492505353,0.0682971953644169,0.00316041729234722,0.00621043399719267,0.6
"Mutant",682,0.317716683284457,0.0315823722693677,0.00120935153739449,0.00237450561778724,0.6
"Invader",242,0.341396309917355,0.0594019483951151,0.00381850186598902,0.00752189962352827,0.7
"Mutant",401,0.313053039900249,0.0307601852637204,0.00153609034882283,0.00301981897706645,0.7
"Invader",231,0.342654199134199,0.0476820962097953,0.00313725160204696,0.00618142651227125,0.8
"Mutant",518,0.313909252895753,0.0220262636828326,0.000967778465334196,0.00190126185727077,0.8
"Invader",203,0.351990985221675,0.0714362500292558,0.00501384183456963,0.00988617993971668,0.9
"Mutant",343,0.312652422740525,0.0235783419122818,0.00127311079647242,0.00250411300200884,0.9
"Invader",281,0.363433946619217,0.0818142620099288,0.00488062968788682,0.00960738532200526,1
"Mutant",756,0.319653912698413,0.0357525365946063,0.00130030718437668,0.00255264736708966,1
"Invader",202,0.342537202970297,0.0368076935033724,0.00258978027761579,0.00510662329594129,1.1
"Mutant",487,0.312169287474333,0.0216341433977648,0.000980336614605639,0.00192622142933152,1.1
"Invader",209,0.384708990430622,0.11449634611171,0.00791987786652863,0.0156135217173219,1.2
"Mutant",848,0.33500391509434,0.0674491585109449,0.00231621361273198,0.00454619161754104,1.2
"Invader",162,0.376796345679012,0.0822687529575873,0.0064636436773412,0.0127644558362137,1.3
"Mutant",851,0.324910155111633,0.040259091987445,0.0013800638993251,0.00270873256656064,1.3
"Invader",216,0.405976777777778,0.106788496945573,0.00726603688653925,0.0143217882869727,1.4
"Mutant",1046,0.336111413957935,0.0597485151362553,0.00184740142570924,0.00362503885395092,1.4
"Invader",153,0.360282169934641,0.0610146680551392,0.00493274355104586,0.00974559148127121,1.5
"Mutant",749,0.32204091188251,0.0348904093420584,0.00127486781118273,0.00250274465892185,1.5
"Invader",61,0.344668573770492,0.0612970580151715,0.00784828405732827,0.015698905506423,1.6
"Mutant",392,0.330711716836735,0.0499761866812679,0.00252417860715496,0.00496266054102979,1.6
"Invader",217,0.369773963133641,0.0804180094551595,0.00545913019722712,0.0107599864093799,1.7
"Mutant",1168,0.330285993150685,0.0598526987246361,0.00175130713037895,0.00343606258136747,1.7
"Invader",189,0.383891,0.0897165641990422,0.00652591978624565,0.0128734384957997,1.8
"Mutant",1278,0.32706135915493,0.0494909553348831,0.0013843962373776,0.00271594094367276,1.8
"Invader",235,0.404069646808511,0.104882884363915,0.00684180498533997,0.0134794070139884,1.9
"Mutant",1824,0.329723280701754,0.0494987062362899,0.00115899464881399,0.00227309695535394,1.9
"Invader",65,0.359633661538462,0.0730180644881964,0.00905677624901114,0.0180929904851697,2
"Mutant",440,0.320567302272727,0.0398392221847871,0.00189926039689188,0.00373277308472075,2
"Invader",116,0.370282474137931,0.0735847558182088,0.00683217305816903,0.0135332199157482,2.1
"Mutant",842,0.326233811163895,0.0487225895751612,0.00167909132156754,0.00329570156261787,2.1
"Invader",263,0.436719433460076,0.131666471389531,0.00811890243574237,0.0159866037183185,2.2
"Mutant",3132,0.343705196679438,0.07185681676358,0.00128397656609628,0.00251752102950209,2.2
"Invader",84,0.405169273809524,0.121652739604423,0.0132734020889528,0.0264002629010202,2.3
"Mutant",1039,0.333510428296439,0.058599342971456,0.00181796271888172,0.00356730103836874,2.3
"Invader",185,0.412040594594595,0.120032772959246,0.00882498498101037,0.0174111706550125,2.4
"Mutant",2366,0.3377477079459,0.0536499174233081,0.00110296488915787,0.00216287837173424,2.4
"Invader",119,0.419266957983193,0.13241573908591,0.0121385309002933,0.0240375958887931,2.5
"Mutant",1534,0.334881301173403,0.0552333842725472,0.0014102268346021,0.00276617778402281,2.5
"Invader",156,0.402628538461538,0.102000312486895,0.00816656086303427,0.0161321192338162,2.6
"Mutant",1853,0.329010849433351,0.0465214229650233,0.00108072520541152,0.00211956769640731,2.6
"Invader",134,0.413145671641791,0.108798926415035,0.00939879572670989,0.0185904538772572,2.7
"Mutant",1420,0.32863519084507,0.0491990754426161,0.00130560790018285,0.00256112899694104,2.7
"Invader",126,0.42615726984127,0.135287613767376,0.0120523785569457,0.0238531529779535,2.8
"Mutant",1872,0.347724435897436,0.0714368258649274,0.00165108422187428,0.00323816037864768,2.8
"Invader",92,0.392863347826087,0.0986944277758859,0.0102896053891936,0.0204390370730768,2.9
"Mutant",1210,0.325474030578512,0.0422575452712364,0.00121481901258895,0.00238338754913541,2.9
"Invader",162,0.443831425925926,0.148218100621051,0.0116451137826372,0.0229968649273222,3
