"speciesType","N","feedingRange","sd","se","ci","z"
"Mutant",991,0.333571600403633,0.0560494119002636,0.0017804682471126,0.00349392518983207,3.6
"Invader",179,0.480626575418994,0.185867159420464,0.0138923637540973,0.0274149251291041,3.7
"Mutant",6481,0.352902583397624,0.0793699191794125,0.000985904678119692,0.00193269865864906,3.7
"Invader",112,0.433529071428571,0.128168995471155,0.0121108317073443,0.0239984215118021,3.8
"Mutant",3435,0.343435475400291,0.0631371438020542,0.00107726254606442,0.00211214024314426,3.8
"Invader",76,0.431632026315789,0.115128931675286,0.0132061941750097,0.0263080878622087,3.9
"Mutant",1996,0.332678892284569,0.053049513253951,0.00118741118357472,0.00232869595769672,3.9
"Invader",49,0.441642408163265,0.104636962967984,0.0149481375668549,0.0300552449536669,4
"Mutant",1775,0.341383046760563,0.0647786981071931,0.00153756341510587,0.00301562639501895,4
"Invader",29,0.401439,0.0877647772197285,0.0162975099858511,0.0333839358484967,4.1
"Mutant",928,0.33786403125,0.0594738448023771,0.00195232460236322,0.00383148848893131,4.1
"Invader",65,0.437655830769231,0.1329523132086,0.0164907048818501,0.0329439701630734,4.2
"Mutant",2426,0.347163950535862,0.0723260376436947,0.00146841656412141,0.00287948077260783,4.2
"Invader",18,0.411849611111111,0.157022482032928,0.0370105539480753,0.0780854432638896,4.3
"Mutant",474,0.335676561181435,0.0812768500449926,0.0037331693623301,0.00733564792044918,4.3
"Invader",57,0.451561912280702,0.129552934897047,0.017159705422388,0.0343750206255623,4.4
"Mutant",2810,0.347306133807829,0.0683023733158365,0.0012884946940975,0.00252649182197054,4.4
"Invader",71,0.472359183098592,0.1510800496095,0.0179299031795572,0.035760064311773,4.5
"Mutant",3484,0.348536316590126,0.0676871870412335,0.00114674641949235,0.00224836299744314,4.5
"Invader",75,0.471312666666667,0.154988512747509,0.0178965319112148,0.035659618245989,4.6
"Mutant",4052,0.355525005182626,0.077068474944809,0.00121071534481865,0.00237366767624357,4.6
"Invader",91,0.523238923076923,0.204936828948946,0.0214832170273054,0.0426801603205612,4.7
"Mutant",4805,0.354283742559834,0.0827302273299114,0.00119348652970124,0.00233978011780779,4.7
"Invader",46,0.441387891304348,0.152179761472372,0.0224376817186721,0.0451918107882073,4.8
"Mutant",2056,0.336263189688716,0.0511239666719672,0.00112749075079601,0.00221114358229072,4.8
"Invader",78,0.512913384615385,0.192404229804143,0.021785489067951,0.0433804508622431,4.9
"Mutant",4107,0.34460060384709,0.0687550631295824,0.00107285822178417,0.00210338350647331,4.9
"Invader",32,0.4794321875,0.198261757255473,0.0350480582513266,0.0714809860736652,5
"Mutant",1952,0.347786026639344,0.0926665405732055,0.00209740859599362,0.00411339715821066,5
"Invader",1346,0.338582654531947,0.0641466634115715,0.00174844325299482,0.00342997238720712,0.1
"Mutant",760,0.343388556578947,0.0634007368217094,0.00229978644018127,0.00451469790931766,0.1
"Invader",411,0.331156542579075,0.0560922378712065,0.00276682605119421,0.00543893490255523,0.2
"Mutant",272,0.331199400735294,0.0560812021692675,0.00340042235522806,0.00669460298152096,0.2
"Invader",440,0.341479429545455,0.0703558867693858,0.00335408529839042,0.00659206043898891,0.3
"Mutant",438,0.332064292237443,0.0595578917313199,0.00284578614519785,0.00559312895898218,0.3
"Invader",376,0.329708877659574,0.0499292361286484,0.002574903747628,0.00506305940204915,0.4
"Mutant",369,0.308950479674797,0.0196489798027355,0.00102288503102215,0.00201143310761246,0.4
"Invader",293,0.358181228668942,0.0816517527182647,0.00477014632683333,0.00938822710040897,0.5
"Mutant",484,0.329329068181818,0.0537106652186444,0.00244139387357475,0.00479706464805199,0.5
"Invader",267,0.346033588014981,0.0582621089482074,0.00356558316302991,0.00702035628827248,0.6
"Mutant",316,0.309859800632911,0.0231887953456481,0.00130447165402192,0.00256657867571146,0.6
"Invader",239,0.368956175732218,0.0865826652057365,0.00560056703425116,0.0110330136123691,0.7
"Mutant",575,0.324189248695652,0.0432793323333669,0.00180487292445468,0.00354496073196764,0.7
"Invader",443,0.358856442437923,0.0705813451799421,0.00335342091005929,0.00659063100049946,0.8
"Mutant",999,0.324785620620621,0.0463386070627749,0.00146608864685553,0.00287697003416459,0.8
"Invader",526,0.369316366920152,0.0785228663627194,0.00342375967434016,0.00672595141559096,0.9
"Mutant",1236,0.32449240210356,0.0454757074586966,0.00129351130487857,0.00253772263030319,0.9
"Invader",326,0.363397819018405,0.0834658499283357,0.00462274587890342,0.0090942820965672,1
"Mutant",887,0.319218368658399,0.0369482677164818,0.00124060141398243,0.00243486027480126,1
"Invader",235,0.370302110638298,0.0881758414102554,0.00575195767170178,0.0113322403591205,1.1
"Mutant",805,0.322470070807453,0.0362119445941152,0.0012763033437242,0.00250528000907045,1.1
"Invader",187,0.369306165775401,0.0836033430931688,0.00611368193688737,0.0120610724220233,1.2
"Mutant",594,0.319560308080808,0.0332674055404681,0.00136497818299678,0.00268077958810951,1.2
"Invader",324,0.384471361111111,0.0898588098539461,0.00499215610299701,0.0098212464587784,1.3
"Mutant",1236,0.322213999190939,0.0449928139355303,0.00127977587851197,0.00251077527994302,1.3
"Invader",131,0.377403297709924,0.103310434924864,0.00902627460892697,0.017857404820485,1.4
"Mutant",548,0.324289746350365,0.0379005613492973,0.0016190317410268,0.00318028074027666,1.4
"Invader",209,0.382393138755981,0.0887339076209189,0.00613785273367457,0.0121003756080592,1.5
"Mutant",1162,0.326325888984509,0.0454709132479127,0.0013339225449543,0.00261716854549854,1.5
"Invader",147,0.402918047619048,0.136559388195916,0.0112632285050404,0.0222600327126337,1.6
"Mutant",942,0.334492818471338,0.0594515558879884,0.00193703636258081,0.00380141097744191,1.6
"Invader",98,0.366674765306122,0.0821408019757075,0.00829747401273202,0.0164681890584177,1.7
"Mutant",563,0.323078314387211,0.0464384468268016,0.00195714718966138,0.00384421688156176,1.7
"Invader",80,0.351788825,0.053130811057614,0.00594020526122612,0.0118236828110176,1.8
"Mutant",574,0.32575593554007,0.0399064679571412,0.00166566379021875,0.00327155137782018,1.8
"Invader",150,0.405839146666667,0.129645892569385,0.0105855428014226,0.020917172068604,1.9
"Mutant",1410,0.341121207801418,0.0703579265085265,0.00187371475053388,0.00367557078492813,1.9
"Invader",190,0.396409894736842,0.0987080123697608,0.00716103186698267,0.0141258162220859,2
"Mutant",1289,0.325885379363848,0.0410704782460004,0.00114394014534538,0.00224419037111342,2
"Invader",105,0.372107028571429,0.0842713813924825,0.00822404472483974,0.0163085893088377,2.1
"Mutant",724,0.317797602209945,0.0284060245275018,0.00105570158747228,0.00207260671226384,2.1
"Invader",222,0.40361677027027,0.0970164886505289,0.00651132038134052,0.0128322254706927,2.2
"Mutant",1672,0.336085123803828,0.062969442745586,0.001539968060256,0.00302046974185109,2.2
"Invader",196,0.4273285,0.134759181743278,0.0096256558388056,0.0189837574414081,2.3
"Mutant",2520,0.34603753015873,0.069268566300963,0.00137986286950812,0.00270578162933146,2.3
"Invader",132,0.445404537878788,0.162461549865337,0.0141404628917438,0.0279732086550045,2.4
"Mutant",1997,0.34661532899349,0.072110163000317,0.00161364294976309,0.00316460104419881,2.4
"Invader",161,0.41085600621118,0.1141213668566,0.00899402367939166,0.0177623113951147,2.5
"Mutant",1772,0.330071805869074,0.0459453962271819,0.0010914658259657,0.00214069672075161,2.5
"Invader",160,0.41489734375,0.138789642665785,0.0109722846616191,0.0216702206521043,2.6
"Mutant",1916,0.335890498434238,0.0657855174194888,0.00150290850624965,0.00294750948048584,2.6
"Invader",76,0.445071934210526,0.164903808974269,0.0189157641769415,0.0376821345614835,2.7
"Mutant",1428,0.330415488095238,0.054767706724624,0.00144930720914052,0.00284300129771706,2.7
"Invader",94,0.379217489361702,0.103090515947686,0.0106329748436224,0.0211149807363589,2.8
"Mutant",1155,0.329324903030303,0.0578954281363187,0.00170354369616726,0.00334238986905764,2.8
"Invader",97,0.404114989690722,0.113634093884759,0.0115377941454324,0.022902340368259,2.9
"Mutant",1178,0.32276440237691,0.0415002298693951,0.00120914353193724,0.00237231729744372,2.9
"Invader",70,0.388577685714286,0.0927660114841767,0.0110876590899731,0.0221192746658139,3
"Mutant",1203,0.33209891521197,0.0501014376459313,0.00144449942840451,0.00283402054830744,3
"Invader",116,0.425416155172414,0.131440942991973,0.0122039851796025,0.0241737458752771,3.1
"Mutant",2018,0.33992399950446,0.0642765861682558,0.0014308437857674,0.00280608615111985,3.1
"Invader",114,0.425922842105263,0.112292669995657,0.0105171721462558,0.0208364148927449,3.2
"Mutant",2100,0.341318303809524,0.0685599609045959,0.0014961010023263,0.00293399592077506,3.2
"Invader",153,0.432248549019608,0.121833377323884,0.00984964477317856,0.0194598833695062,3.3
"Mutant",3595,0.338006948539638,0.054604589762477,0.000910709152701661,0.00178555846537219,3.3
"Invader",65,0.464750446153846,0.182141752622702,0.0225919039441702,0.0451325164567656,3.4
"Mutant",1398,0.34494478397711,0.0825986470490015,0.00220912020601848,0.00433355058570359,3.4
"Invader",36,0.388273472222222,0.110098030290539,0.0183496717150898,0.0372518140295948,3.5
"Mutant",769,0.334796695708713,0.0566739855430317,0.00204371618902667,0.00401193274086975,3.5
"Invader",126,0.461621555555556,0.169069238975021,0.0150618849258842,0.0298093395901841,3.6
"Mutant",4351,0.347834255803264,0.0785112604854099,0.00119024785722127,0.00233349221172668,3.6
"Invader",69,0.426796246376812,0.132216161605376,0.0159169554065892,0.0317617899968029,3.7
"Mutant",2513,0.347766547154795,0.0656027295404718,0.0013086564957163,0.00256615604842456,3.7
"Invader",71,0.430389211267606,0.128541320107351,0.0152550481023429,0.0304252340771672,3.8
"Mutant",2212,0.348137154159132,0.0713006032636695,0.00151600503277087,0.0029729427233212,3.8
"Invader",111,0.468110603603604,0.145606726445604,0.0138203788641192,0.0273887470188275,3.9
"Mutant",4342,0.349495039613082,0.0732229740524404,0.00111122615487107,0.0021785706719665,3.9
"Invader",63,0.408291238095238,0.0959877465250566,0.0120933193435621,0.0241742009141694,4
"Mutant",1777,0.334343075970737,0.0565260490090508,0.00134092632471504,0.00262995962955295,4
"Invader",58,0.422463620689655,0.133843379213775,0.0175744966864519,0.0351923225790442,4.1
"Mutant",1572,0.33034933778626,0.0543496545177813,0.0013707887038534,0.0026887680029008,4.1
"Invader",63,0.485702111111111,0.188138125229166,0.023703175785062,0.0473819732575742,4.2
"Mutant",3455,0.350243795079595,0.0754322445317449,0.00128331421460217,0.00251613134915506,4.2
"Invader",110,0.514618718181818,0.207419835032702,0.0197767052971174,0.0391967869529859,4.3
"Mutant",5493,0.35887012324777,0.091575598848593,0.00123559165891645,0.00242224898094617,4.3
"Invader",67,0.405257955223881,0.0895740860737776,0.0109432163243573,0.0218488363421098,4.4
"Mutant",1651,0.336221795275591,0.0590323346535111,0.00145283543122216,0.00284959542750046,4.4
"Invader",48,0.425398625,0.148436638251151,0.0214249832629763,0.0431015068361117,4.5
"Mutant",2290,0.339624765065502,0.0580490879213337,0.00121304708694769,0.00237878643205606,4.5
"Invader",92,0.431300641304348,0.141489581238965,0.0147513085636118,0.0293016623285382,4.6
"Mutant",4448,0.345020685476619,0.0660508401577227,0.000990366534949508,0.00194161119665076,4.6
"Invader",78,0.454175679487179,0.140519071890153,0.0159106517960534,0.0316821553223853,4.7
"Mutant",4268,0.351473354967198,0.0692425375178323,0.00105988993897193,0.0020779355262049,4.7
"Invader",47,0.421934170212766,0.142459191422807,0.0207798087456847,0.0418275855705761,4.8
"Mutant",1968,0.339919759654472,0.0740691366356106,0.00166964728425908,0.00327446341599024,4.8
"Invader",37,0.463243513513514,0.168818163006601,0.027753535037036,0.0562867779146135,4.9
"Mutant",1869,0.34546089352595,0.0680004164106386,0.00157292103901671,0.00308486739487975,4.9
"Invader",96,0.515276229166667,0.214288666394728,0.0218707454303572,0.0434189193130299,5
"Mutant",6352,0.357521101542821,0.0829153010851126,0.00104034991827818,0.00203943704294361,5
"Invader",3278,0.356051234899329,0.0667108308344748,0.0011651769238044,0.00228454860229009,0.1
"Mutant",3753,0.349851321342926,0.0629399390022144,0.001027394024531,0.00201430508088071,0.1
"Invader",814,0.339316254299754,0.0595530435331971,0.00208733309564396,0.00409719729137213,0.2
"Mutant",639,0.338427120500782,0.0628578043088224,0.00248661630760163,0.00488294164246747,0.2
"Invader",792,0.339013032828283,0.0573930503172159,0.002039373240244,0.00400322355302502,0.3
"Mutant",544,0.321379284926471,0.042012294330485,0.00180126225906721,0.00353829582331804,0.3
"Invader",247,0.340950457489879,0.0659623916849133,0.00419708647585505,0.00826680890495196,0.4
"Mutant",226,0.326072101769912,0.0430571380821479,0.00286411822120998,0.00564392651218664,0.4
"Invader",497,0.350251191146881,0.0626362707392663,0.00280962072815206,0.00552022559839119,0.5
"Mutant",595,0.314456386554622,0.0240936141051587,0.000987741878172789,0.00193989118777508,0.5
"Invader",233,0.34842435193133,0.0636574308229531,0.0041703369523394,0.00821657275159013,0.6
"Mutant",390,0.322884938461538,0.0415724918900699,0.00210510495624201,0.0041388069922983,0.6
"Invader",532,0.377582695488722,0.0808876452884733,0.0035069241820483,0.00688914763196148,0.7
"Mutant",910,0.322432897802198,0.0418187451533623,0.0013862779030186,0.00272067735428672,0.7
"Invader",455,0.369484892307692,0.0826530604232789,0.00387483523856295,0.00761483772937631,0.8
"Mutant",1022,0.321803206457926,0.052059224175741,0.00162844180795578,0.00319547535659343,0.8
"Invader",248,0.344779346774194,0.0520985606285967,0.00330826190817945,0.00651600146836101,0.9
"Mutant",533,0.315589020637899,0.0341535611019563,0.00147935494787783,0.00290609387157275,0.9
"Invader",296,0.362450858108108,0.0782891411535652,0.00455046389919176,0.00895548639404248,1
"Mutant",876,0.321355480593607,0.037412095446697,0.00126403756487912,0.00248089978409037,1
"Invader",221,0.38483814479638,0.108958576208187,0.00732934698878213,0.0144447180340213,1.1
"Mutant",931,0.332033839957035,0.057666421348653,0.00188994062477004,0.00370904264695781,1.1
"Invader",137,0.347963824817518,0.0600570826084624,0.00513102284266679,0.0101469095172857,1.2
"Mutant",631,0.319167391442155,0.0403083568045909,0.00160465034788389,0.00315111064404973,1.2
"Invader",112,0.345843178571429,0.0559207949712813,0.00528401845039434,0.0104706353050719,1.3
"Mutant",410,0.319033792682927,0.0403267813465635,0.00199159777368087,0.0039150452003834,1.3
"Invader",209,0.36099504784689,0.0640138936505615,0.0044279336126478,0.00872938178960061,1.4
"Mutant",773,0.31361419534282,0.02225764092191,0.000800551701267269,0.00157151630547316,1.4
"Invader",276,0.397034134057971,0.101433305037458,0.00610556747912171,0.0120195903067391,1.5
"Mutant",1479,0.326871993914807,0.0416118953108759,0.00108201532078056,0.00212244915240008,1.5
"Invader",241,0.402172149377593,0.110611123769203,0.00712508883295745,0.0140356956417542,1.6
"Mutant",1480,0.333810153378378,0.0566027385841947,0.00147131812920185,0.00288609239241242,1.6
"Invader",261,0.394676892720307,0.0953130238669285,0.0058997280665489,0.0116173315475075,1.7
"Mutant",1511,0.326432391131701,0.0429650519883639,0.00110530748103828,0.00216810070661346,1.7
"Invader",258,0.399912697674419,0.115664164550954,0.00720093635203146,0.0141803538724125,1.8
"Mutant",2000,0.336046641,0.0755026147976463,0.00168828979166519,0.00331099192258364,1.8
"Invader",183,0.398627644808743,0.129321059341502,0.00955968778476169,0.0188620677524158,1.9
"Mutant",1219,0.331096337161608,0.0595234704551765,0.00170485085436414,0.00334477001926507,1.9
"Invader",129,0.376444829457364,0.083761715024221,0.0073748077908464,0.0145923171989046,2
"Mutant",801,0.326056283395755,0.0426972163990328,0.00150863196217159,0.00296134457786971,2
"Invader",305,0.424393131147541,0.123711064627857,0.00708367495421061,0.0139392424043395,2.1
"Mutant",3805,0.345078212089356,0.0635634401066266,0.00103045744893105,0.00202030230804289,2.1
"Invader",161,0.381305639751553,0.0769725964585411,0.00606629042642192,0.0119803264265585,2.2
"Mutant",1255,0.319202819920319,0.0331608677556192,0.000936060725337014,0.00183641779571172,2.2
"Invader",173,0.379408219653179,0.0698890407539667,0.00531356537362855,0.0104881925404876,2.3
"Mutant",1684,0.327192327790974,0.0439098493774597,0.00107001755717142,0.00209870518404404,2.3
"Invader",148,0.390339952702703,0.0819129280070297,0.00673320120578616,0.0133063764983687,2.4
"Mutant",1296,0.324611002314815,0.0421934911429306,0.00117204142063696,0.00229930797394649,2.4
"Invader",207,0.408790724637681,0.110603263447071,0.00768745822348878,0.0151561826570186,2.5
"Mutant",2380,0.332915510504202,0.0518349075941506,0.00106251201580831,0.00208354532101261,2.5
"Invader",90,0.422069588888889,0.132410398334577,0.0139572814875809,0.0277328210188366,2.6
"Mutant",1562,0.348713180537772,0.0725910710075276,0.00183671887593232,0.00360269625994772,2.6
"Invader",204,0.410838299019608,0.118148250219814,0.00827203208727816,0.0163101215815808,2.7
"Mutant",3333,0.337003920492049,0.0542053390221589,0.000938910959000398,0.00184090037591917,2.7
"Invader",171,0.409296918128655,0.0919450057002379,0.00703121031948436,0.0138797266455294,2.8
"Mutant",3025,0.340915941157025,0.063262636076537,0.00115022974684613,0.00225531156653603,2.8
"Invader",139,0.405376208633094,0.106160033957657,0.00900437655773347,0.0178043856613571,2.9
"Mutant",2241,0.334369785809906,0.0503572491807251,0.00106375366651765,0.00208604604137633,2.9
"Invader",173,0.455172820809249,0.180164050361625,0.013697619100887,0.0270370751791951,3
"Mutant",4450,0.358198061348315,0.0975737772471066,0.0014626927612346,0.00286760527004757,3
"Invader",58,0.462964482758621,0.197176830570247,0.025890586264765,0.051845004715986,3.1
"Mutant",1468,0.348079985694823,0.0687164185332437,0.00179348392481793,0.00351806647829449,3.1
"Invader",85,0.493258682352941,0.233410823377765,0.025316958387584,0.0503455481879712,3.2
"Mutant",1990,0.349257272361809,0.0725651710186055,0.00162667834394296,0.00319017226148661,3.2
"Invader",199,0.477475346733668,0.160080432309856,0.0113478009754066,0.0223780618585098,3.3
"Mutant",4870,0.345483826488706,0.0700678432680254,0.00100404752338018,0.00196838629557878,3.3
"Invader",106,0.404957613207547,0.1335740362049,0.0129738572943817,0.0257247624033373,3.4
"Mutant",2408,0.339818700166113,0.0649779478448862,0.0013241517227791,0.00259659537859107,3.4
"Invader",77,0.427032506493506,0.147049995088729,0.0167579022086985,0.0333762548241687,3.5
"Mutant",1330,0.331563390977444,0.0528105974912423,0.00144808902007496,0.00284078948710526,3.5
"Invader",119,0.456339235294118,0.14349932052616,0.01315456114509,0.0260496123869861,3.6
"Mutant",3961,0.350384518050997,0.069036091622201,0.00109691702027712,0.00215057516859487,3.6
"Invader",51,0.448372647058824,0.138895446336707,0.0194492527267471,0.0390649737878585,3.7
"Mutant",1605,0.345901211214953,0.0674966868890956,0.00168478674635345,0.0033046149463896,3.7
"Invader",125,0.453534712,0.197496988708845,0.0176646676841794,0.0349633255137284,3.8
"Mutant",3299,0.34733501970294,0.0787034288637964,0.00137025847187934,0.00268664324522803,3.8
"Invader",122,0.437215795081967,0.134847693087573,0.012208536495796,0.0241700181476012,3.9
"Mutant",3162,0.337832339658444,0.0559904320971556,0.000995710040125013,0.00195230336075205,3.9
"Invader",47,0.410096744680851,0.105986990292793,0.0154597914379458,0.0311189461456533,4
"Mutant",1755,0.345681673504273,0.0680284137458912,0.00162387196469138,0.00318492833094733,4
"Invader",82,0.427481256097561,0.128909032061307,0.0142356211353614,0.0283244206789426,4.1
"Mutant",2490,0.345177916465863,0.0699128000320173,0.00140106093024098,0.00274736495614754,4.1
"Invader",46,0.459987652173913,0.152423227855894,0.0224735788785166,0.0452641113795012,4.2
"Mutant",2078,0.348080928777671,0.0669476241638574,0.0014686300080914,0.00288014029770387,4.2
"Invader",83,0.473398963855422,0.151427263329139,0.0166213015015869,0.0330650635208688,4.3
"Mutant",4404,0.352387799046322,0.0767463393195495,0.00115646904964876,0.00226726094336048,4.3
"Invader",45,0.414163911111111,0.0981321107417357,0.0146286713596039,0.0294821499153398,4.4
"Mutant",2207,0.338165475758949,0.0555647125760606,0.00118276347776757,0.00231944641597733,4.4
"Invader",101,0.508621851485148,0.203259139522452,0.0202250403074921,0.0401259039310552,4.5
"Mutant",5118,0.355650852676827,0.0783023581735629,0.00109452251777608,0.00214573226017803,4.5
"Invader",57,0.436165140350877,0.130964870784311,0.0173467208992663,0.0347496576438996,4.6
"Mutant",2118,0.340341435316336,0.0632593738266984,0.00137455433192012,0.00269561815168204,4.6
"Invader",95,0.464765726315789,0.165002780106717,0.0169289280423358,0.0336127834737307,4.7
"Mutant",5602,0.349285389503749,0.065277038800662,0.000872145396565032,0.00170974303718049,4.7
"Invader",89,0.441971640449438,0.134742569807734,0.0142826838342807,0.028383832826454,4.8
"Mutant",3088,0.336080127266839,0.0574344325711897,0.0010335552300014,0.00202652559068808,4.8
"Invader",67,0.450712059701493,0.15048794210862,0.0183850282697339,0.0367068932847831,4.9
"Mutant",3470,0.347195129971182,0.0656289145180949,0.00111411618618436,0.00218438974782692,4.9
"Invader",81,0.487755654320988,0.156751785037297,0.0174168650041441,0.0346606659576739,5
"Mutant",3811,0.348131702177906,0.0708546506298489,0.00114775418918531,0.00225027173866307,5
"Invader",2770,0.352325532851986,0.0632945223276034,0.00120261396356922,0.00235811080807001,0.1
"Mutant",2332,0.343566664665523,0.0616518766442371,0.00127667992004606,0.00250354661053057,0.1
"Invader",435,0.336906843678161,0.0619411968325543,0.00296985307312925,0.00583708306192566,0.2
"Mutant",364,0.335451291208791,0.066159511608567,0.00346770064120942,0.00681930488625065,0.2
"Invader",376,0.331360271276596,0.0478578004187776,0.00246807760755701,0.00485300607738825,0.3
"Mutant",249,0.320430273092369,0.0384192409830731,0.00243472046977173,0.00479536616064749,0.3
"Invader",470,0.355044827659574,0.0824625829929293,0.00380371531528246,0.0074744336818678,0.4
"Mutant",561,0.324994727272727,0.0490125083220613,0.00206930972328303,0.00406455719208651,0.4
"Invader",316,0.372889778481013,0.101900018651033,0.00573232390442069,0.0112784821732201,0.5
"Mutant",510,0.329730609803922,0.0485688253200472,0.00215066373383152,0.00422527042535118,0.5
"Invader",605,0.358476892561983,0.0788911214370753,0.00320738018826348,0.00629897181657406,0.6
"Mutant",1058,0.319470435727788,0.0350522977322519,0.0010776398879411,0.00211455668766796,0.6
"Invader",274,0.346953113138686,0.0577513259291037,0.00348888519128835,0.00686853903851727,0.7
"Mutant",479,0.31561114822547,0.0250344515946595,0.00114385328950115,0.00224760224954985,0.7
"Invader",225,0.346462182222222,0.054469457333475,0.003631297155565,0.00715587397777622,0.8
"Mutant",451,0.313724862527716,0.0262253448428753,0.00123490325853197,0.00242689321481192,0.8
"Invader",268,0.352572690298507,0.0594290345948952,0.00363020606754499,0.00714747142353573,0.9
"Mutant",548,0.321402877737226,0.0385279039571155,0.00164583048907688,0.00323292179735261,0.9
"Invader",186,0.350732064516129,0.0623745363738703,0.00457352290501128,0.00902296588760389,1
"Mutant",525,0.321004723809524,0.0390302639043185,0.00170342036891088,0.00334637189877652,1
"Invader",273,0.372625175824176,0.0839864170744635,0.00508308919836705,0.0100071989231117,1.1
"Mutant",921,0.318530244299674,0.0337454023744754,0.00111194881375138,0.00218225056121907,1.1
"Invader",247,0.369728453441296,0.0930564709333312,0.0059210414551177,0.0116624040294011,1.2
"Mutant",840,0.336407075,0.0590471516626023,0.00203732028698132,0.00399884308531207,1.2
"Invader",197,0.376986512690355,0.083874365788813,0.00597580113205978,0.0117851237449898,1.3
"Mutant",882,0.319731065759637,0.0355286971432232,0.00119631346079506,0.00234795696892238,1.3
"Invader",151,0.382737350993377,0.0866165189716295,0.00704875234780452,0.013927667340197,1.4
"Mutant",780,0.331611764102564,0.0587840841280491,0.00210480785004406,0.00413176710573888,1.4
"Invader",74,0.346090108108108,0.0671116242530202,0.00780156785167603,0.015548502305825,1.5
"Mutant",361,0.310494961218837,0.0191190499846399,0.00100626578866526,0.0019788976064889,1.5
"Invader",349,0.401646538681948,0.106126282939062,0.00568080968301337,0.0111730404748842,1.6
"Mutant",2092,0.330090120458891,0.0506597081632143,0.00110759718554248,0.0021721078941678,1.6
"Invader",137,0.383913218978102,0.105611845611983,0.0090230289044198,0.0178435880471381,1.7
"Mutant",977,0.332100147389969,0.0514574629763245,0.00164627009203414,0.00323063640524939,1.7
"Invader",123,0.364851105691057,0.0667273502877431,0.00601660255562751,0.0119104656880225,1.8
"Mutant",619,0.313466071082391,0.0232212893710317,0.000933342422495816,0.00183290719408577,1.8
"Invader",129,0.386163744186046,0.0932857924004808,0.00821335604663074,0.0162515281888075,1.9
"Mutant",1007,0.329243780536246,0.0472229591616683,0.00148812174491564,0.00292017835201502,1.9
"Invader",90,0.358637955555556,0.0601462132171058,0.00633996754667259,0.0125973804707995,2
"Mutant",757,0.325754326287979,0.0458419247727548,0.00166615309576728,0.00327083656180096,2
"Invader",206,0.410686854368932,0.141543883497726,0.00986182966039119,0.0194436178675778,2.1
"Mutant",2323,0.338794464055101,0.0804901300852168,0.0016700059726933,0.00327485859657182,2.1
"Invader",57,0.366826105263158,0.0862619205105433,0.0114256704898787,0.0228883683654636,2.2
"Mutant",484,0.316071444214876,0.0283658834540248,0.00128935833881931,0.00253344426426561,2.2
"Invader",41,0.362932121951219,0.0986097234399821,0.0154002514684171,0.0311250692473458,2.3
"Mutant",508,0.324802773622047,0.0463127463616669,0.00205479584764813,0.00403696292343834,2.3
"Invader",118,0.394943593220339,0.0935268883655251,0.00860984795203124,0.0170513527016295,2.4
"Mutant",1207,0.319711788732394,0.0358515631323671,0.00103194003274409,0.00202459718776784,2.4
"Invader",129,0.41644619379845,0.132609550529286,0.0116756198950944,0.0231022087402098,2.5
"Mutant",1788,0.336619869686801,0.0572601796220315,0.00135415678096835,0.00265589738251161,2.5
"Invader",179,0.408685586592179,0.117419788988522,0.00877636708735487,0.017319115081075,2.6
"Mutant",2210,0.329069050226244,0.0458323939041164,0.000974936668318364,0.00191188831728492,2.6
"Invader",161,0.458637124223602,0.160074776451342,0.01261565970977,0.0249146860412639,2.7
"Mutant",3075,0.354594702764228,0.0762439954881957,0.00137493791114854,0.00269589026648779,2.7
"Invader",122,0.405335950819672,0.101730367702521,0.00921023473512747,0.0182340889727736,2.8
"Mutant",1536,0.3255880546875,0.0419442308530779,0.00107022878378692,0.00209926514310839,2.8
"Invader",198,0.422692383838384,0.12516306257994,0.00889495153443511,0.0175415474275354,2.9
"Mutant",3295,0.343025566616085,0.0662329249897464,0.00115384168677852,0.00226231942328963,2.9
"Invader",283,0.474484862190813,0.181676281204949,0.0107995339436902,0.0212579311346242,3
"Mutant",6582,0.349250043755697,0.0769440114635225,0.000948409477939481,0.00185919035695614,3
"Invader",68,0.405967,0.135243495368401,0.0164006828406368,0.0327358999616303,3.1
"Mutant",1174,0.340032612436116,0.0700744699428185,0.00204515285554093,0.00401256624849813,3.1
"Invader",77,0.443855064935065,0.177971556785239,0.020281741204665,0.0403945884332329,3.2
"Mutant",1502,0.356202522636485,0.105751040728173,0.00272866162877494,0.0053523944808099,3.2
"Invader",175,0.422191485714286,0.115694351304547,0.00874567090419351,0.0172612557985305,3.3
"Mutant",2530,0.339672184980237,0.0628753790868926,0.00125002976965665,0.00245118644211133,3.3
"Invader",65,0.406347553846154,0.10661443774664,0.0132238934892822,0.0264177641690777,3.4
"Mutant",1720,0.357055606976744,0.0837646968615012,0.00201974619063697,0.00396141903172018,3.4
"Invader",89,0.407459696629213,0.109670998537403,0.0116251025947828,0.0231024485642343,3.5
"Mutant",1826,0.331886478094195,0.0500117639449049,0.00117036624071002,0.00229539800222213,3.5
"Invader",68,0.385010970588235,0.0749791591003934,0.00909255860855628,0.018148822942143,3.6
"Mutant",1689,0.337540262285376,0.0525926546687231,0.00127970618230419,0.00250997776217335,3.6
"Invader",93,0.466301784946237,0.193827076402376,0.0200989315360087,0.0399182129090044,3.7
